ticker ,Name of Company
MANAKCOAT-EQ.NS,MANAKSIA COATED ME INR1
MFSL.NS,Max Financial Services Limited
MHRIL.NS,Mahindra Holidays & Resorts India Limited
MIRZAINT.NS,Mirza International Limited
20MICRONS.NS,20 Microns Limited
MINDACORP.NS,Minda Corporation Limited
NIRVIKARA-EQ.NS,NIRVIKARA PAPER MI INR10
PDUMJEPULP.NS,Pudumjee Pulp & Paper Mills Limited
SIRPAPER-BZ.NS,SIRPUR PAPER MILLS LTD
SIRPAPER.NS,Sirpur Paper Mills Ltd.
RAJOIL-BE.NS,RAJ OIL MILLS LTD INR10
MIRZAINT-EQ.NS,MIRZA INTERNATIONAL LIMITED
SARDAEN.NS,Sarda Energy & Minerals Limited
PHOENIXLTD-EQ.NS,PHOENIX MILLS INR2
SURYAJYOTI.NS,Suryajyoti Spinning Mills Limited
8KMILES-EQ.NS,8K MILES SOFTWARE INR5 (DEMAT)
PDUMJEPULP-EQ.NS,PUDUMJEE PULP & PA INR2.00
RAJPALAYA.NS,Rajapalayam Mills Ltd.
MMTC.NS,MMTC Limited
SPICEMOBI.NS,Spice Mobility Limited
MORARJEE.NS,Morarjee Textiles Limited
MOHITIND.NS,Mohit Industries Limited
MOTHERSUMI-EQ.NS,MOTHERSON SUMI SYS INR1
MOHITIND-EQ.NS,MOHIT INDUSTRIES INR10
MORARJEE-EQ.NS,MORARJEE TEXTILES INR7
MOSERBAER-EQ.NS,MOSER-BAER (I) LIMITED
M50-EQ.NS,MOTILAL OSWAL FINA GROWTH UNITS
MOLDTKPAC.NS,Mold-Tek Packaging Limited
MONSANTO.NS,Monsanto India Limited
SHARDAMOTR.NS,SHARDA MOTOR INDUS INR10
SANGHVIMOV.NS,Sanghvi Movers Limited
SPICEMOBI-EQ.NS,SPICE MOBILITY LTD INR3
RAIREKMOH-EQ.NS,RAI SAHEB REKHCHAN INR10
MOTILALOFS-EQ.NS,MOTILAL OSWAL FINA INR1
MOSERBAER.NS,Moser Baer India Limited
SANGHVIMOV-EQ.NS,SANGHVI MOVERS INR2.00
UFO-EQ.NS,UFO MOVIEZ INDIA INR10
MONSANTO-EQ.NS,MONSANTO INDIA LIMITED
MPHASIS.NS,MphasiS Limited
MPSLTD.NS,MPS Limited
MPSLTD-EQ.NS,MPS LTD INR10
MRF-EQ.NS,MRF LIMITED
MRO-TEK.NS,MRO-TEK Realty Limited
MRO-TEK-EQ.NS,MRO-TEK REALTY LTD INR5
MSPL.NS,MSP Steel & Power Limited
SHREERAMA.NS,Shree Rama Multi-Tech Limited
SUNDARAM.NS,Sundaram Multi Pap Limited
MUKANDLTD-P1.NS,MUKAND 0.01 % CUM RED PRF INR10
3RDROCK-IT.NS,3rd Rock Multimedia Ltd
3RDROCK.NS,3rd Rock Multimedia Limited
MUKANDLTD.NS,Mukand Limited
MUNJALSHOW.NS,Munjal Showa Limited
3RDROCK-EQ.NS,3RD ROCK MULTIMEDI INR10
MUKANDLTD-EQ.NS,MUKAND LIMITED
MUTHOOTCAP-EQ.NS,MUTHOOT CAPITAL SE INR10
SHREERAMA-EQ.NS,SHREE RAMA MULTI INR5
MUTHOOTCAP.NS,MUTHOOT CAPITAL SE INR10
MURLIIND-EQ.NS,MURLI INDUSTRIES INR2
MUKANDENGG.NS,Mukand Engineers Limited
MVL.NS,MVL Limited
MVL-EQ.NS,MVL LTD INR1
NAVKARCORP.NS,Navkar Corporation Limited
NATCOPHARM.NS,Natco Pharma Limited
NAKODA.NS,Nakoda Limited
NAKODA-EQ.NS,NAKODA LTD INR5
NSIL.NS,Nalwa Sons Investments Limited
PNC-EQ.NS,PRITISH NANDY COMM INR10
TNPL-EQ.NS,TAMIL NADU NEWSPRINT & PAPERS L
NAHARSPING.NS,Nahar Spinning Mills Ltd
NAGREEKCAP.NS,NAGREEKA CAPITAL & INR5
NDL-EQ.NS,NANDAN DENIM LTD INR10
NATCOPHARM-EQ.NS,NATCO PHARMA LTD INR2
NAGAROIL-EQ.NS,NAGARJUNA OIL REFI INR1
PNB-IL.NS,PUNJAB NATL BANK INR2
NAVKARCORP-EQ.NS,NAVKAR CORPORATION INR10
PNB.NS,Punjab National Bank
NAHARINDUS-EQ.NS,NAHAR IND ENTERPRI INR10
PNB-EQ.NS,PUNJAB NATL BANK INR2
NAGREEKCAP-EQ.NS,NAGREEKA CAPITAL & INR5
NAGAROIL.NS,Nagarjuna Oil Refinery Limited
NAHARINDUS.NS,Nahar Industrial Enterprises Limited
TNPL.NS,Tamil Nadu Newsprint and Papers Limited
NCOPPER-BE.NS,NISSAN COPPER LTD INR10
NCC.NS,NCC Limited
NCOPPER-BZ.NS,NISSAN COPPER LIMITED
NCLIND-EQ.NS,NCL INDUSTRIES LIMITED
NDTV.NS,New Delhi Television Limited
NECLIFE-EQ.NS,NECTAR LIFESCIENCES LIMITED
SUNTV.NS,Sun TV Network Limited
NEYVELILIG.NS,Neyveli Lignite Corporation Limited
NEOCORP-BE.NS,NEOCORP-BE.NS
NESCO.NS,Nesco Limited
NET4.NS,Net 4 India Limited
RAJTV.NS,Raj Television Network Limited
NETWORK18.NS,Network18 Media & Investments Limited
NESTLEIND.NS,Nestl‚ India Limited
NEXTMEDIA.NS,Next Mediaworks Limited
NELCAST-EQ.NS,NELCAST LIMITED
TVTODAY.NS,T.V. Today Network Limited
NESCO-EQ.NS,NESCO LIMITED
DEN.NS,DEN Networks Limited
TVTODAY-EQ.NS,TV TODAY NETWORK LIMITED
NEPCMICON.NS,NEPC India Limited
SMARTLINK.NS,Smartlink Network Systems Limited
SETFNN50.NS,SBI MUTUAL FUND SBI-ETF NIFTY N
NEXTMEDIA-EQ.NS,NEXT MEDIAWORKS LT INR10
NEPCMICON-BE.NS,NEPC INDIA LTD
RAJTV-EQ.NS,RAJ TEL NETWORK INR5
NELCO-EQ.NS,NELCO LIMITED
SETFNN50-EQ.NS,SBI MUTUAL FUND SBI-ETF NIFTY N
SITICABLE.NS,SITI Networks Limited
NGCT-BE.NS,NORTHGATE COM TECH INR10
NGCT.NS,Spacenet Enterprises India Limited
NGCT-EQ.NS,NORTHGATE COM TECH INR10
NICCO-BE.NS,NICCO CORPN INR2
SETFNIF50.NS,SBI MUTUAL FUND SBI-ETF NIFTY 5
NILKAMAL-EQ.NS,NILKAMAL LIMITED
NIITLTD-EQ.NS,NIIT LIMITED
NITINSPIN.NS,Nitin Spinners Ltd.
NICCO-EQ.NS,NICCO CORPN INR2
NIITTECH.NS,NIIT Technologies Limited
DEEPAKNTR.NS,DEEPAK NITRITE INR2
TECHIN-EQ.NS,TECHINDIA NIRMAN L INR10
NITINSPIN-EQ.NS,NITIN SPINNERS LIMITED
NIRVIKARA.NS,Balkrishna Paper Mills Limited
NIPPOBATRY.NS,Indo National Limited
NILAINFRA.NS,NILA INFRASTRUCTUR INR1
NITINFIRE-EQ.NS,NITIN FIRE PROTECTION INDUSTRIE
NILKAMAL.NS,Nilkamal Limited
NIRVIKARA-BE.NS,Nirvikara Paper Mills Ltd
SETFNIFBK.NS,SBI MUTUAL FUND SBI-ETF NIFTY B
SETFNIFBK-EQ.NS,SBI MUTUAL FUND SBI-ETF NIFTY B
SETFNIF50-EQ.NS,SBI MUTUAL FUND SBI-ETF NIFTY 5
NITCO.NS,Nitco Limited
TECHIN.NS,Techindia Nirman Limited
NKIND.NS,N.K Industries Limited
NOCIL-EQ.NS,NOCIL LIMITED
DENORA-EQ.NS,DE NORA INDIA INR10
GRINDWELL.NS,Grindwell Norton Limited
DENORA.NS,De Nora India Limited
NOESISIND.NS,Noesis Industries Limited
NORBTEAEXP-BE.NS,NORBEN TEA &EXPORTS LTD
NOESISIND-EQ.NS,NOESIS INDUSTRIES INR10
UNIVCABLES-BE.NS,UNIVCABLES NPP130599 DEPO
VISESHINFO-BE.NS,VISESH INFO NPP231299 DEP
NRBBEARING-EQ.NS,NRB BEARING LIMITED
NRC-BZ.NS,NRC LIMITED
NUTEK.NS,Nu Tek India Limited
OCL.NS,OCL India Limited
OCCL.NS,ORIENTAL CARB & CH INR10
SCI.NS,The Shipping Corporation of India Limited
TINPLATE.NS,The Tinplate Company Of India Limited
POWERGRID-EQ.NS,POWER GRID CORPORATION OF INDIA
STCINDIA.NS,The State Trading Corporation of India Limited
SBT.NS,State Bank of Travancore
ORIENTBANK-EQ.NS,ORIENTAL BK OF COM INR10
SAIL.NS,Steel Authority of India Limited
TINPLATE-EQ.NS,THE TINPLATE COMPANY OF INDIA L
UNITEDBNK.NS,United Bank of India
BANKBARODA.NS,Bank of Baroda
MYSOREBANK.NS,State Bank of Mysore
TFCILTD.NS,Tourism Finance Corporation of India Limited
WHIRLPOOL-EQ.NS,WHIRLPOOL OF INDIA LIMITED
OILCOUNTUB.NS,Oil Country Tubular Limited
RAJOIL.NS,Raj Oil Mills Limited
SOTL.NS,Savita Oil Technologies Limited
SOTL-EQ.NS,SAVITA OIL TECHNOLOGIES LIMITED
OMKARCHEM.NS,Omkar Speciality Chemicals Limited
OMNITECH.NS,Omnitech Infosolutions Ltd
OMMETALS.NS,Om Metals Infraprojects Limited
OMAXE-EQ.NS,OMAXE LIMITED
STOREONE-EQ.NS,STORE ONE RETAIL INR10
ONELIFECAP-EQ.NS,ONELIFE CAPITAL ADVISORS LIMITE
ORIENTALTL.NS,Oriental Trimex Limited
ORIENTLTD.NS,Orient Press Limited
VINATIORGA-EQ.NS,VINATI ORGANICS INR2
ORICONENT-EQ.NS,ORICON ENTERPRISES INR2
ORIENTPPR-EQ.NS,ORIENT PAPER & INDUSTRIES LIMIT
ORIENTPPR.NS,Orient Paper & Industries Limited
ORIENTREF.NS,Orient Refractories Limited
ORTEL.NS,Ortel Communications Limited
ORTEL-EQ.NS,ORTEL COMMUNICATIO INR10
ORIENTALTL-BE.NS,ORIENTAL TRIMEX LTD INR10
ORIENTALTL-EQ.NS,ORIENTAL TRIMEX INR10
PANCHSHEEL-EQ.NS,Panchsheel Organics Ltd
MEGH.NS,Meghmani Organics Limited
ORICONENT.NS,ORICON ENTERPRISES INR2
ORISSAMINE.NS,The Orissa Minerals Development Company Limited
GREENPOWER.NS,Orient Green Power Company Limited
GREENPOWER-EQ.NS,ORIENT GREEN POWER INR10
ORIENTHOT-EQ.NS,ORIENTAL HOTELS LIMITED
VINATIORGA.NS,Vinati Organics Limited
ORCHIDPHAR.NS,Orchid Pharma Limited
ORIENTHOT.NS,Oriental Hotels Limited
SIGNETIND.NS,Signet Industries Limited
PRADIP-EQ.NS,PRADIP OVERSEAS LT INR10
MARALOVER.NS,Maral Overseas Limited
PRADIP.NS,Pradip Overseas Limited
BANG-BE.NS,BANG OVERSEAS LTD INR10
PAGEIND.NS,Page Industries Limited
RAINBOWPAP.NS,Rainbow Papers Limited
PATSPINLTD-EQ.NS,PATSPIN INDIA INR10
PALREDTECH-EQ.NS,PALRED TECHNOLOGIE INR10
PARSVNATH.NS,Parsvnath Developers Limited
PARASPETRO-BE.NS,PARAS PETROFILS LTD.
PALRED.NS,Palred Technologies Limited
SERVALL.NS,Servalakshmi Paper Limited
PANAMAPET-EQ.NS,PANAMA PETROCHEM LIMITED
PALREDTECH.NS,PALRED TECHNOLOGIE INR10
SHALPAINTS-EQ.NS,SHALIMAR PAINTS LIMITED
PATSPINLTD.NS,Patspin India Limited
PARAPRINT.NS,Paramount Printpackaging Limited
SHALPAINTS.NS,Shalimar Paints Limited
PALREDTECH-BE.NS,Palred Technologies Ltd
PARASPETRO-EQ.NS,PARAS PETROFILS LT INR1
PARACABLES.NS,Paramount Communications Limited
MALUPAPER-EQ.NS,MALU PAPER MILLS LIMITED
PARAPRINT-BE.NS,PARAMOUNT PRINTPACK LTD
PANCHSHEE.NS,PANCHSHEE.NS
RAINBOWPAP-EQ.NS,RAINBOW PAPERS LIMITED
PANORAMUNI-EQ.NS,PANORAMIC UNIVERSL INR5
PANAMAPET.NS,Panama Petrochem Limited
SERVALL-EQ.NS,SERVALAKSHMI PAPER INR10
PANORAMUNI.NS,Panoramic Universal Limited
PAEL-EQ.NS,PREMIER AUTO ELECT INR10
STARPAPER.NS,Star Paper Mills Limited
PBAINFRA.NS,PBA Infrastructure Limited
PDUMJEIND-EQ.NS,PUDUMJEE INDUSTRIE INR2
PDMJEPAPER.NS,Pudumjee Paper Products Limited
PDUMJEIND.NS,Pudumjee Industries Limited
SPIC.NS,Southern Petrochemical Industries Corporation Limited
LINCPEN.NS,LINC PEN & PLASTIC INR10
PETRONENGG.NS,Petron Engineering Construction Limited
PEARLPOLY-EQ.NS,PEARL POLYMERS LIMITED
PEPL.NS,PEARL ENG POL INR10(POST RECON)
PERFECT-SM.NS,PERFECT INFRAENGIN INR10
PEARLPOLY.NS,Pearl Polymers Limited
PENIND.NS,Pennar Industries Limited
LINCPEN-EQ.NS,LINC PEN & PLASTIC INR10
PARASPETRO.NS,Paras Petrofils Ltd
SUPPETRO.NS,Supreme Petrochem Limited
CHENNPETRO.NS,Chennai Petroleum Corporation Limited
PENPEBS-RL.NS,PENNAR ENGINEERED INR10
PERSISTENT.NS,Persistent Systems Limited
PENPEBS-BL.NS,PENNAR ENGINEERED INR10
TNPETRO.NS,Tamilnadu Petroproducts Limited
PENPEBS-IQ.NS,PENNAR ENGINEERED INR10
SPIC-EQ.NS,SOUTHERN PETROCHEMICALS INDUSTR
MANALIPETC-EQ.NS,MANALI PETROCHEMS INR5
MANALIPETC.NS,Manali Petrochemicals Limited
PFIZER.NS,Pfizer Limited
SMSPHARMA.NS,SMS Pharmaceuticals Limited
LINCOLN-EQ.NS,LINCOLN PHARMA LTD INR10
SUNPHARMA-EQ.NS,SUN PHARMACEUTICALS INDUSTRIES
TORNTPHARM.NS,Torrent Pharmaceuticals Limited
PLETHICO-BZ.NS,PLETHICO PHARMACE LIMITED
PIRPHYTO-EQ.NS,PIRAMAL PHYTOCARE INR10
PLETHICO.NS,Plethico Pharmaceuticals Limited
PLETHICO-BE.NS,PLETHICO PHARMA INR10
SHASUNPHAR-EQ.NS,SHASUN PHARMACEUTICALS LIMITED
PIRPHYTO.NS,Piramal Phytocare Limited
SMSPHARMA-EQ.NS,SMS PHARMACEUTICALS LIMITED
SURYAPHARM-BZ.NS,SURYA PHARMACEUTICAL LTD.
BALPHARMA.NS,Bal Pharma Limited
LINCOLN.NS,LINCOLN PHARMA LTD INR10
PIIND.NS,PI Industries Limited
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited
PILANIINVS-EQ.NS,PILANI INVESTMENT INR10.00
PIDILITIND-EQ.NS,PIDILITE INDUSTRIE INR1(POST SU
SRIPIPES.NS,Srikalahasthi Pipes Limited
PIDILITIND.NS,Pidilite Industries Limited
TEXMOPIPES.NS,Texmo Pipes and Products Limited
SRIPIPES-EQ.NS,SRIKALAHASTHI PIPE INR10
PKTEA-BE.NS,The P K Tea Prod Co Ltd
PLASTIBLEN.NS,Plastiblends India Ltd.
PNCINFRA.NS,PNC Infratech Limited
PNEUMATIC.NS,Pneumatic Holdings Limited
PNCINFRA-EQ.NS,PNC INFRATECH LTD INR2
POLARIS.NS,Polaris Consulting & Services Limited
PONNIERODE.NS,Ponni Sugars (Erode) Limited
TIJARIA-BE.NS,TIJARIA POLYPIPES LTD INR10
PREMIERPOL.NS,Premier Polyfilm Ltd.
SEPOWER-EQ.NS,S.E. POWER LIMITED
POCHIRAJU.NS,Pochiraju Industries Limited
RTNPOWER-EQ.NS,RATTANINDIA POWER INR10
PREMIERPOL-BE.NS,PREMIER POLYFILM L INR5
POLYPLEX.NS,Polyplex Corporation Limited
HONDAPOWER.NS,Honda Siel Power Products Limited
RPOWER.NS,Reliance Power Limited
VARDMNPOLY.NS,Vardhman Polytex Limited
TORNTPOWER.NS,Torrent Power Limited
RTNPOWER.NS,RattanIndia Power Limited
SEPOWER.NS,S. E. Power Limited
VIVIDHA-EQ.NS,VISAGAR POLYTEX INR1
POWERMECH.NS,Power Mech Projects Limited
VIKASHMET.NS,VIKASHMET.NS
SPYL-BE.NS,SHEKHAWATI POLY INR1
VIVIDHA.NS,Visagar Polytex Limited
SPYL.NS,Shekhawati Poly-Yarn Limited
POLYMED-EQ.NS,POLY MEDICURE LIMITED
CAREERP.NS,Career Point Limited
TATAPOWER.NS,The Tata Power Company Limited
POWERGRID-IL.NS,POWER GRID CORP INR10
TDPOWERSYS.NS,TD Power Systems Limited
PRICOL.NS,Pricol Limited prior to merger with Pricol Pune Limited
PREMIER.NS,Premier Limited
PURVA.NS,Puravankara Limited
SIMPLEX.NS,Simplex Projects Limited
VKSPL.NS,VKS Projects Limited
TTKPRESTIG.NS,TTK Prestige Limited
PRAKASHSTL.NS,Prakash Steelage Limited
PRATIBHA.NS,Pratibha Industries Limited
RASOYPR.NS,Rasoya Proteins Limited
PROVOGE.NS,Provogue (India) Limited
PRAKASHCON.NS,Prakash Constrowell Limited
PRITHVISOF-EQ.NS,PRITHVI SOFTECH LTD INR10
PSL.NS,PSL Limited
PSL-BE.NS,PSL LIMITED
PSL-EQ.NS,PSL LIMITED
PSB.NS,Punjab & Sind Bank
PTC.NS,PTC India Limited
PTL.NS,PTL Enterprises Limited
PURVA-EQ.NS,PURAVANKARA PROJECTS LIMITED
SHAKTIPUMP.NS,Shakti Pumps (India) Limited
PVR.NS,PVR Limited
PVP.NS,PVP Ventures Limited
RANASUG.NS,Rana Sugars Limited
RAMKY.NS,Ramky Infrastructure Limited
RAJVIR.NS,Rajvir Industries Limited
INGERRAND.NS,Ingersoll-Rand (India) Limited
RAMASTEEL.NS,Rama Steel Tubes Limited
RAJRAYON.NS,Raj Rayon Industries Limited
RAYMOND.NS,Raymond Limited
RAMSARUP.NS,Ramsarup Industries Limited
INDORAMA.NS,Indo Rama Synthetics (India) Limited
RAMKY-EQ.NS,RAMKY INFRASTRUCTURE LIMITED
RAIN-EQ.NS,RAIN INDUSTRIES LT INR2
RAMSARUP-BE.NS,RAMSARUP INDUSTRIE INR10
RALLIS.NS,Rallis India Limited
RADAAN-BE.NS,RADAAN MEDIAWORKS (I) LTD
RAMCOIND.NS,Ramco Industries Limited
INDORAMA-EQ.NS,INDO RAMA SYNTHETICS (INDIA) LI
RANEENGINE.NS,Rane Engine Valve Limited
RAJSREESUG-EQ.NS,RAJSHREE SUG &CHEM INR10
RAMASTEEL-EQ.NS,RAMA STEEL TUBES INR5
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited
RTNINFRA-EQ.NS,RATTANINDIA INFRAS INR2
RASOYPR-EQ.NS,RASOYA PROTEINS LI INR1
RAMASTEEL-BE.NS,Rama Steel Tubes Limited
RANKLIN.NS,Ranklin Solutions Ltd.
RTNINFRA.NS,RattanIndia Infrastructure Limited
RBL-EQ.NS,RANE BRAKE LINING LIMITED
RANEHOLDIN.NS,Rane Holdings Limited
RML.NS,Rane (Madras) Limited
RAIN.NS,Rain Industries Limited
RAMCOSYS.NS,Ramco Systems Limited
RMCL.NS,Radha Madhav Corporation Limited
RCOM.NS,Reliance Communications Limited
RDEL.NS,Reliance Defence and Engineering Limited
RIIL.NS,Reliance Industrial Infrastructure Limited
REDINGTON.NS,Redington (India) Limited
RIIL-EQ.NS,RELIANCE INDUSTRIAL INFRASTRUCT
RICOAUTO.NS,Rico Auto Industries Limited
ROLTA.NS,Rolta India Limited
SANGHIIND-BE.NS,SANGHIINDUS ROLL SETT
SURYAROSNI.NS,Surya Roshni Limited
ROSSELLIND.NS,Rossell India Limited
RPPINFRA.NS,RPP Infra Projects Limited
RPGLIFE-EQ.NS,RPG LIFE SCIENCES LIMITED
RSYSTEMS.NS,R Systems International Limited
RSSOFTWARE.NS,R. S. Software (India) Limited
RSWM.NS,RSWM Limited
RSDFSA27GR-MF.NS,SBIAMC - RSDFSA27GR
RUCHIRA.NS,Ruchira Papers Limited
RUSHIL.NS,Rushil D‚cor Limited
RUPA.NS,Rupa & Company Limited
HOTELRUGBY-EQ.NS,HOTEL RUGBY LTD INR10
RUPA-EQ.NS,RUPA & COMPANY LIMITED
RUCHINFRA-BE.NS,RUCHI INFRASTRUCTURE LTD
RUBYMILLS.NS,The Ruby Mills Limited
RUCHINFRA.NS,Ruchi Infrastructure Limited
HOTELRUGBY.NS,Hotel Rugby Limited
SANGHIIND.NS,Sanghi Industries Limited
SAMTEL-BE.NS,SAMTEL COLOR LTD
SAKSOFT.NS,Saksoft Limited
SAREGAMA.NS,Saregama India Limited
SAYAJIHOT.NS,SAYAJIHOT.NS
SUPER.NS,Super Sales India Ltd.
SARTHAKIND-EQ.NS,Sarthak Industries Ltd
SAKSOFT-EQ.NS,SAKSOFT LIMITED
SAVERA.NS,Savera Industries Limited
SANDESH.NS,The Sandesh Limited
SANGAMIND.NS,Sangam (India) Limited
SALORAINTL-EQ.NS,SALORA INTL INR10
SAYAJIHOTL-BE.NS,SAYAJIHOTL-BE.NS
SETFBANK-EQ.NS,SBIAMC - SETFBANK
SETFNIFJR-EQ.NS,SBIAMC - SETFNIFJR
SETFNIFTY-EQ.NS,SBIAMC - SETFNIFTY
SB&TINTL.NS,SB & T INTL LTD INR10
THOMASCOTT.NS,Thomas Scott (India) Limited
THOMASCOTT-EQ.NS,THOMAS SCOTT (INDI INR10
MAHSCOOTER.NS,Maharashtra Scooters Limited
THOMASCOTT-BE.NS,THOMAS SCOTT (INDI INR10
SEQUENT.NS,Sequent Scientific Limited
CAMLINFINE-EQ.NS,CAMLIN FINE SCIENC INR1
MAHSEAMLES.NS,Maharashtra Seamless Limited
INVENTURE.NS,Inventure Growth & Securities Limited
SELMCL-EQ.NS,SEL MANUFACTURING COMPANY LIMIT
SFCL-BE.NS,SFCL-BE.NS
SHYAMTEL.NS,Shyam Telecom Limited
SHIVTEX.NS,Shiva Texyarn Limited
SHOPERSTOP.NS,Shoppers Stop Limited
SHEMAROO-EQ.NS,SHEMAROO ENTERTAIN INR10
SHIVAMAUTO.NS,Shivam Autotech Limited
SHAIVAL-SM.NS,SHAIVAL REALITY LT INR10
LIBERTSHOE.NS,Liberty Shoes Limited
SHOPERSTOP-EQ.NS,SHOPPERS STOP INR5
RENUKA.NS,Shree Renuka Sugars Limited
VARUNSHIP-BZ.NS,VARUN SHIPPING INR10
SHREYANIND-EQ.NS,SHREYANS INDUSTRIES LIMITED
SHILPI.NS,Shilpi Cable Technologies Limited
RENUKA-EQ.NS,SHREE RENUKA SUGARS LIMITED
VARUNSHIP.NS,Varun Shipping Co. Ltd.
STAR-IL.NS,STRIDES SHASUN LTD INR10
STAR.NS,Strides Shasun Limited
SRTRANSFIN-EQ.NS,SHRIRAM TRANSPORT INR10
SHREYANIND.NS,Shreyans Industries Limited
SHRENUJ.NS,Shrenuj & Company Limited
SIMBHALS.NS,Simbhaoli Sugars Limited
SIMPLEXINF-EQ.NS,SIMPLEX INFRASTRUC INR2
SIYSIL.NS,Siyaram Silk Mills Limited
SIGNET.NS,SIGNET INDUSTRIES INR1
SIYSIL-EQ.NS,SIYARAM SILK MILLS LIMITED
SICAGEN.NS,Sicagen India Limited
SIMPLEXCA.NS,SIMPLEX CASTINGS LTD.
SIMBHSUGAR-EQ.NS,SIMBHAOLI SUGARS LIMITED
SILINV.NS,SIL Investments Ltd.
SIL-EQ.NS,STANDARD INDS INR5
SINTEX.NS,Sintex Industries Limited
REISIXTEN.NS,REI Six Ten Retail Limited
SIL.NS,Standard Industries Limited
SIMPLEXINF.NS,Simplex Infrastructures Limited
SJVN.NS,SJVN Limited
SKIPPER.NS,Skipper Limited
SKIL-EQ.NS,SKIL INFRASTRUCTUR INR10
SKSMICRO.NS,Bharat Financial Inclusion Limited
SKIL.NS,SKIL Infrastructure Limited
SKIPPER-EQ.NS,SKIPPER LTD INR1
SKIL-BE.NS,SKIL INFRASTRUCTURE LTD.
SMSANCO.NS,SMSANCO.NS
SMMOMAI.NS,SMMOMAI.NS
SMOPAL.NS,SMOPAL.NS
SMSIIL.NS,SMSIIL.NS
SMMITCON.NS,SMMITCON.NS
SMTHEJO.NS,SMTHEJO.NS
SMVETO.NS,SMVETO.NS
SOLARINDS.NS,Solar Industries India Limited
INFINITE.NS,Infinite Computer Solutions (India) Limited
CALSOFT-BE.NS,CALIFORNIA SOFTWARE CO LT
TANLA-EQ.NS,TANLA SOLUTIONS LIMITED
SOFTTECHGR-BE.NS,SOFTTECHGRNPP070100
SOFTTECHGR-EQ.NS,SOFTWARE TECH GP INR10
COMPUSOFT.NS,Compucom Software Limited
SOMATEX-BE.NS,SOMA TEXTILE INUSTRIES LT
SOMATEX-EQ.NS,SOMA TEXTILE & IND INR10
TELEDATAI.NS,TELEDATAI.NS
SURANASOL-EQ.NS,SURANA SOLAR LTD INR5
COMPUSOFT-EQ.NS,COMPUCOM SOFTWARE LIMITED
PRITHVI-BZ.NS,PRITHVI INFO. SOLN. LTD.
CALSOFT.NS,California Software Company Limited
SOBHA.NS,Sobha Limited
AURIONPRO.NS,aurionPro Solutions Limited
PRITHVISO.NS,Prithvi Softech Limited
8KMILES.NS,8K Miles Software Services Limited
SOBHA-EQ.NS,SOBHA LIMITED
SONATSOFTW-EQ.NS,SONATA SOFTWARE INR1
SOMATEX.NS,Soma Textiles & Industries Limited
SURYAJYOTI-EQ.NS,SURYAJYOTI SPG MIL INR10
SPMLINFRA.NS,SPML Infra Limited
SPENTEX.NS,Spentex Industries Limited
SPECIALITY.NS,Speciality Restaurants Limited
SPLIL.NS,SPL Industries Limited
VSSL.NS,Vardhman Special Steels Limited
SRF.NS,SRF Limited
SRICHAMUN.NS,SRICHAMUN.NS
SREEL.NS,Sreeleathers Limited
SRGINFOTEC-EQ.NS,PAN INDIA CORP INR10
SREINFRA.NS,SREI Infrastructure Finance Limited
SREEL-EQ.NS,SREELEATHERS LTD INR10
TVSSRICHAK.NS,TVS Srichakra
SRGINFOTEC-BE.NS,SRGINFOTECH (INDIA) LTD.
SRSLTD.NS,SRS Limited
SSLT.NS,Vedanta Limited
SSLT-EQ.NS,SSLT-EQ.NS
STRTECH.NS,Sterlite Technologies Limited
STINDIA-BE.NS,STI INDIA LTD
STINDIA.NS,STI India Limited
STAN-DR.NS,STANDARD CHART PLC IDR EACH REP
STINDIA-EQ.NS,STI INDIA INR10
VISASTEEL.NS,VISA Steel Limited
STERTOOLS.NS,Sterling Tools Limited
STEL-BE.NS,STEL HOLDINGS LTD INR10
STRTECH-EQ.NS,STERLITE TECHNOLOGIES LIMITED
PRAKASHSTL-EQ.NS,PRAKASH STEELAGE LIMITED
STERTOOLS-EQ.NS,STERLING TOOLS LIMITED
STEL.NS,STEL Holdings Limited
SUPREMEINF.NS,Supreme Infrastructure India Limited
SUZLON.NS,Suzlon Energy Limited
SUNTECK.NS,Sunteck Realty Limited
SUMEETINDS.NS,Sumeet Industries Limited.
SUNCLAYLTD.NS,Sundaram-Clayton Limited
SUPRAJIT-EQ.NS,SUPRAJIT ENGINEERING LIMITED
SUPRAJIT.NS,Suprajit Engineering Limited
SUNDARAM-BE.NS,SUNDARAM-BE.NS
SUPERHOUSE.NS,Superhouse Limited
SUMMITSEC.NS,Summit Securities Limited
MAWANASUG.NS,Mawana Sugars Limited
SUDAR.NS,Sudar Industries Limited
SUPREMEIND.NS,The Supreme Industries Limited
SUPERHOUSE-EQ.NS,SUPERHOUSE LTD INR10
SUPERSPIN.NS,Super Spinning Mills Limited
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited
SUDAR-BE.NS,SUDAR INDUSTRIES L INR10
SURANAIND-BE.NS,SURANA INDUSTRIES INR10
UTTAMSUGAR.NS,Uttam Sugar Mills Limited
SUPREMETEX.NS,Supreme Tex Mart Limited
SUJANATWR.NS,Neueon Towers Limited
UTTAMSUGAR-EQ.NS,UTTAM SUGAR MILLS INR10
SUPERSPIN-EQ.NS,SUPER SPINNING INR1
